title;description;artist;culture;teaserText;url;image;regularImage;largeImage;date;medium;accessionNumber;galleryInformation
Hen, Cock and Chickens;Unidentified artist ;Unidentified artist;China;<p>Unidentified artist</p><p>Accession Number: 47.18.98</p>;"/art/collection/search/51710?&ao=on&ft=Rooster&offset=200&rpp=100&amp;pos=299";https://images.metmuseum.org/CRDImages/as/mobile-large/47_18_98_d.jpg;as/web-additional/47_18_98_d.jpg;as/web-large/47_18_98_d.jpg;;"Handscroll; ink and color on silk";47.18.98;Not on view
The Farm-Yard with the Cock (Liber Studiorum, part IV, plate 17);Designed and etched by Joseph Mallord William Turner (British, London 1775–1851 London);Joseph Mallord William Turner;;<p>Designed and etched by Joseph Mallord William Turner (British, London 1775–1851 London) </p><p>Date: March 29, 1809<br/>Accession Number: 28.97.17</p>;"/art/collection/search/382921?&ao=on&ft=Rooster&offset=200&rpp=100&amp;pos=300";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP821383.jpg;dp/web-additional/DP821383.jpg;dp/web-large/DP821383.jpg;March 29, 1809;"Etching and mezzotint; first state of three (Finberg)";28.97.17;Not on view
The Penitence of Saint Peter; ;;Spanish;<p>Date: ca. 1600<br/>Accession Number: 2012.545.15</p>;"/art/collection/search/239255?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=301";https://images.metmuseum.org/CRDImages/es/mobile-large/DP-21744-001.jpg;es/web-additional/DP-21744-001.jpg;es/web-large/DP-21744-001.jpg;ca. 1600;Gilt bronze;2012.545.15;Not on view
The Green Tree Library;Henry McCarter (American, Philadelphia, Pennsylvania 1866–1942 Norristown, Pennsylvania);Henry McCarter;;<p>Henry McCarter (American, Philadelphia, Pennsylvania 1866–1942 Norristown, Pennsylvania) </p><p>Date: 1894<br/>Accession Number: 57.627.10(16)</p>;"/art/collection/search/339181?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=302";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP867291.jpg;dp/web-additional/DP867291.jpg;dp/web-large/DP867291.jpg;1894;Lithograph;57.627.10(16);Not on view
"Dawn: The Cock&#39;s Crow";Charles-François Daubigny (French, Paris 1817–1878 Paris);Charles-François Daubigny;;<p>Charles-François Daubigny (French, Paris 1817–1878 Paris) </p><p>Date: 1830–78<br/>Accession Number: 65.594.3</p>;"/art/collection/search/336991?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=303";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP822255.jpg;dp/web-additional/DP822255.jpg;dp/web-large/DP822255.jpg;1830–78;"Etching; between fifth and sixth states (Delteil)";65.594.3;Not on view
[Poultry Shop, East Seventh Street, New York];Berenice Abbott (American, Springfield, Ohio 1898–1991 Monson, Maine);Berenice Abbott;;<p>Berenice Abbott (American, Springfield, Ohio 1898–1991 Monson, Maine) </p><p>Date: 1930s<br/>Accession Number: 1988.1163.4</p>;"/art/collection/search/266052?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=304";https://images.metmuseum.org/CRDImages/ph/mobile-large/DP134730.jpg;ph/web-additional/DP134730.jpg;ph/web-large/DP134730.jpg;1930s;Gelatin silver print;1988.1163.4;Not on view
A Home in the Wilderness;"Currier &amp; Ives (American, active New York, 1857–1907)";Currier & Ives;;"<p>Currier &amp; Ives (American, active New York, 1857–1907) </p><p>Date: 1870<br/>Accession Number: 63.550.204</p>";"/art/collection/search/380484?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=305";https://images.metmuseum.org/CRDImages/dp/mobile-large/DT9293.jpg;dp/web-additional/DT9293.jpg;dp/web-large/DT9293.jpg;1870;Hand-colored lithograph;63.550.204;Not on view
The Farm-Yard with the Cock (Liber Studiorum, part IV, plate 17);Designed and etched by Joseph Mallord William Turner (British, London 1775–1851 London);Joseph Mallord William Turner;;<p>Designed and etched by Joseph Mallord William Turner (British, London 1775–1851 London) </p><p>Date: March 29, 1809<br/>Accession Number: 83.1.75</p>;"/art/collection/search/382983?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=306";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP821399.jpg;dp/web-additional/DP821399.jpg;dp/web-large/DP821399.jpg;March 29, 1809;"Etching and mezzotint; third state of three (Finberg)";83.1.75;Not on view
Louis XIII as Hercules;Abraham Bosse (French, Tours 1602/04–1676 Paris);Abraham Bosse;;<p>Abraham Bosse (French, Tours 1602/04–1676 Paris) </p><p>Date: ca. 1635<br/>Accession Number: 26.49.35</p>;"/art/collection/search/387575?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=307";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP818128.jpg;dp/web-additional/DP818128.jpg;dp/web-large/DP818128.jpg;ca. 1635;"Etching; third state of four (Join-Lambert and Préaud)";26.49.35;Not on view
Declaration of War on Spain by Louis XIII: The King as Hercules;Abraham Bosse (French, Tours 1602/04–1676 Paris);Abraham Bosse;;<p>Abraham Bosse (French, Tours 1602/04–1676 Paris) </p><p>Date: ca. 1635<br/>Accession Number: 51.501.2229</p>;"/art/collection/search/386984?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=308";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP818051.jpg;dp/web-additional/DP818051.jpg;dp/web-large/DP818051.jpg;ca. 1635;"Etching; second state of four";51.501.2229;Not on view
Some of the Drolleries of the Great Exhibition;George Cruikshank (British, London 1792–1878 London);George Cruikshank;;<p>George Cruikshank (British, London 1792–1878 London) </p><p>Date: 1851<br/>Accession Number: 66.541.55(9)</p>;"/art/collection/search/771406?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=309";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877851.jpg;dp/web-additional/DP877851.jpg;dp/web-large/DP877851.jpg;1851;Etching;66.541.55(9);Not on view
Lamp; ;;;<p>Date: 5th–6th century<br/>Accession Number: 27.94.22</p>;"/art/collection/search/447990?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=310";https://images.metmuseum.org/CRDImages/is/mobile-large/sf27-94-22.jpg;is/web-additional/sf27-94-22.jpg;is/web-large/sf27-94-22.jpg;5th–6th century;"Earthenware; molded";27.94.22;Not on view
Pair of game cocks; ;;British, Staffordshire;<p>Date: ca. 1745<br/>Accession Number: 34.165.9, .10</p>;"/art/collection/search/197489?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=311";https://images.metmuseum.org/CRDImages/es/mobile-large/DP-1174-007.jpg;es/web-additional/DP-1174-007.jpg;es/web-large/DP-1174-007.jpg;ca. 1745;Salt-glazed stoneware;34.165.9, .10;Not on view
Panel; ;;Mexican;<p>Date: 19th century<br/>Accession Number: 35.108.2</p>;"/art/collection/search/223068?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=312";https://images.metmuseum.org/CRDImages/ad/mobile-large/DP16472.jpg;ad/web-additional/DP16472.jpg;ad/web-large/DP16472.jpg;19th century;Drawnwork;35.108.2;Not on view
Length of velvet with Instruments of the Passion; ;;possibly Spanish;<p>Date: 16th–17th century<br/>Accession Number: 51.36.1</p>;"/art/collection/search/227534?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=313";https://images.metmuseum.org/CRDImages/es/mobile-large/DP265674.jpg;es/web-additional/DP265674.jpg;es/web-large/DP265674.jpg;16th–17th century;Silk;51.36.1;Not on view
Shirt; ;;India;<p>Date: 20th century<br/>Accession Number: C.I.56.55.1</p>;"/art/collection/search/86222?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=314";https://images.metmuseum.org/CRDImages/as/mobile-large/CI56.55.1_F.jpg;as/web-additional/CI56.55.1_F.jpg;as/web-large/CI56.55.1_F.jpg;20th century;silk;C.I.56.55.1;Not on view
Netsuke of Dutchman Holding a Cock in His Arms; ;;Japan;<p>Date: late 18th century<br/>Accession Number: 10.211.1506</p>;"/art/collection/search/60409?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=315";https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_1506_O1_sf.jpg;as/web-additional/10_211_1506_O1_sf.jpg;as/web-large/10_211_1506_O1_sf.jpg;late 18th century;Ivory;10.211.1506;Not on view
Netsuke of Group of Animals; ;;Japan;<p>Date: 18th century<br/>Accession Number: 10.211.679</p>;"/art/collection/search/60072?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=316";https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_679_O1_sf.jpg;as/web-additional/10_211_679_O1_sf.jpg;as/web-large/10_211_679_O1_sf.jpg;18th century;Ivory;10.211.679;Not on view
Netsuke of a Chicken; ;;Japan;<p>Date: late 19th century<br/>Accession Number: 10.211.773</p>;"/art/collection/search/60123?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=317";https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_773_O1_sf.jpg;as/web-additional/10_211_773_O1_sf.jpg;as/web-large/10_211_773_O1_sf.jpg;late 19th century;Ivory;10.211.773;Not on view
Netsuke; ;;Japan;<p>Date: 19th century<br/>Accession Number: 10.211.1709</p>;"/art/collection/search/59046?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=318";https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_1709_S2_sf.jpg;as/web-additional/10_211_1709_S2_sf.jpg;as/web-large/10_211_1709_S2_sf.jpg;19th century;Wood inlaid with ivory and mother-of-pearl;10.211.1709;Not on view
Cock and Hen;Kawabata Gyokush? (Japanese, 1842–1913);Kawabata Gyokush?;Japan;<p>Kawabata Gyokush? (Japanese, 1842–1913) </p><p>Date: 1887–92<br/>Accession Number: 14.76.61.92</p>;"/art/collection/search/54752?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=319";https://images.metmuseum.org/CRDImages/as/mobile-large/DP211881.jpg;as/web-additional/DP211881.jpg;as/web-large/DP211881.jpg;1887–92;"Album leaf; silk";14.76.61.92;Not on view
A Cock Crows;Takeuchi Keish? (Japanese, 1861–1943);Takeuchi Keish?;Japan;<p>Takeuchi Keish? (Japanese, 1861–1943) </p><p>Date: ca. 1906<br/>Accession Number: JP3319</p>;"/art/collection/search/55462?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=320";https://images.metmuseum.org/CRDImages/as/mobile-large/DP143126.jpg;as/web-additional/DP143126.jpg;as/web-large/DP143126.jpg;ca. 1906;"Woodblock print; ink and color on paper";JP3319;Not on view
Snuff bottle with stopper; ;;China;<p>Date: 18th–19th century<br/>Accession Number: 02.18.966a, b</p>;"/art/collection/search/41142?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=321";https://images.metmuseum.org/CRDImages/as/mobile-large/78354.jpg;as/web-additional/78354.jpg;as/web-large/78354.jpg;18th–19th century;Agate, glass;02.18.966a, b;Not on view
Watch stand; ;;British;<p>Date: ca. 1760<br/>Accession Number: 66.64.1</p>;"/art/collection/search/204645?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=322";https://images.metmuseum.org/CRDImages/es/mobile-large/DP-13122-057.jpg;es/web-additional/DP-13122-057.jpg;es/web-large/DP-13122-057.jpg;ca. 1760;Walnut;66.64.1;Not on view
Strutting Cock;Henry Emerson Tuttle (American, Lake Forest, Illinois 1890–1946 New Haven, Connecticut);Henry Emerson Tuttle;;<p>Henry Emerson Tuttle (American, Lake Forest, Illinois 1890–1946 New Haven, Connecticut) </p><p>Date: 1932<br/>Accession Number: 46.59.4</p>;"/art/collection/search/393453?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=323";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP832896.jpg;dp/web-additional/DP832896.jpg;dp/web-large/DP832896.jpg;1932;Drypoint;46.59.4;Not on view
Napoleon Dance in Holland;Charles Williams (British, active 1797–1830);Charles Williams;;<p>Charles Williams (British, active 1797–1830) </p><p>Date: January 1, 1814<br/>Accession Number: 59.533.1552</p>;"/art/collection/search/392490?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=324";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP818378.jpg;dp/web-additional/DP818378.jpg;dp/web-large/DP818378.jpg;January 1, 1814;Hand-colored etching;59.533.1552;Not on view
Sampler; ;;French;<p>Date: 1845<br/>Accession Number: 57.122.779</p>;"/art/collection/search/228695?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=325";https://images.metmuseum.org/CRDImages/es/mobile-large/DP781_57.122.779.jpg;es/web-additional/DP781_57.122.779.jpg;es/web-large/DP781_57.122.779.jpg;1845;Beads on cotton;57.122.779;Not on view
Sampler; ;;German;<p>Date: 1832<br/>Accession Number: 57.122.37</p>;"/art/collection/search/227970?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=326";https://images.metmuseum.org/CRDImages/es/mobile-large/165073.jpg;es/web-additional/165073.jpg;es/web-large/165073.jpg;1832;Silk on wool ;57.122.37;Not on view
Sampler; ;;Dutch;<p>Date: 1776<br/>Accession Number: 57.122.496</p>;"/art/collection/search/228421?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=327";https://images.metmuseum.org/CRDImages/es/mobile-large/164666.jpg;es/web-additional/164666.jpg;es/web-large/164666.jpg;1776;Silk on linen;57.122.496;Not on view
Censer in Form of a Cock; ;;Japan;<p>Date: 1700<br/>Accession Number: 23.225.37a, b</p>;"/art/collection/search/47542?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=328";https://images.metmuseum.org/CRDImages/as/mobile-large/55498.jpg;as/web-additional/55498.jpg;as/web-large/55498.jpg;1700;Stoneware covered with thin glaze (Bizen ware);23.225.37a, b;Not on view
Vase; ;;Japan;<p>Date: 1850<br/>Accession Number: 23.225.331</p>;"/art/collection/search/47869?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=329";https://images.metmuseum.org/CRDImages/as/mobile-large/54770.jpg;as/web-additional/54770.jpg;as/web-large/54770.jpg;1850;White porcelain decorated with blue under the glaze;23.225.331;Not on view
Censer in Form of a Cock; ;;Japan;<p>Date: 1650<br/>Accession Number: 23.225.28a, b</p>;"/art/collection/search/47479?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=330";https://images.metmuseum.org/CRDImages/as/mobile-large/55490.jpg;as/web-additional/55490.jpg;as/web-large/55490.jpg;1650;"Stoneware covered with thin glaze; tail of lacquered wood (Bizen ware)";23.225.28a, b;Not on view
Medallions and cartouches in the Antique style;Designed by Jean-Baptiste Huet I (French, Paris 1745–1811 Paris);Jean-Baptiste Huet I;French, Jouy-en-Josas;<p>Designed by Jean-Baptiste Huet I (French, Paris 1745–1811 Paris) </p><p>Date: ca. 1805<br/>Accession Number: 26.238.6a, b</p>;"/art/collection/search/221863?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=331";https://images.metmuseum.org/CRDImages/es/mobile-large/DP5329.jpg;es/web-additional/DP5329.jpg;es/web-large/DP5329.jpg;ca. 1805;Cotton, copperplate printed;26.238.6a, b;Not on view
Two Designs for Illustration;Adrian Ludwig Richter (German, Dresden 1803–1884 Dresden);Adrian Ludwig Richter;;<p>Adrian Ludwig Richter (German, Dresden 1803–1884 Dresden) </p><p>Date: 1820–84<br/>Accession Number: 30.26.3a, b</p>;"/art/collection/search/335694?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=332";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP803975.jpg;dp/web-additional/DP803975.jpg;dp/web-large/DP803975.jpg;1820–84;Graphite;30.26.3a, b;Not on view
"Water Jar with Dragon, Mount Fuji, Kirin, Cockerels, and Auspicious Motifs

"; ;;Japan;<p>Date: second half of the 19th century<br/>Accession Number: 93.3.244a, b</p>;"/art/collection/search/52470?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=333";https://images.metmuseum.org/CRDImages/as/mobile-large/93_3_244_ab_O1_sf.jpg;as/web-additional/93_3_244_ab_O1_sf.jpg;as/web-large/93_3_244_ab_O1_sf.jpg;second half of the 19th century;White biscuit earthenware decorated in relief (Hirado ware);93.3.244a, b;Not on view
Sacred Wine Bottles and Yema (Sacred Picture for Dedication in the Temple);Katsushika Hokusen (Japanese, active first half of the nineteenth century);Katsushika Hokusen;Japan;<p>Katsushika Hokusen (Japanese, active first half of the nineteenth century) </p><p>Date: probably 1813<br/>Accession Number: JP1961</p>;"/art/collection/search/54535?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=334";https://images.metmuseum.org/CRDImages/as/mobile-large/DP135773.jpg;as/web-additional/DP135773.jpg;as/web-large/DP135773.jpg;probably 1813;"Woodblock print (surimono); ink and color on paper";JP1961;Not on view
Le Traité de Paix avec Rome (The Peace Treaty with Rome);Anonymous, French, 18th century ;Anonymous, French, 18th century;;<p>Anonymous, French, 18th century</p><p>Date: ca. 1789<br/>Accession Number: 62.520.193</p>;"/art/collection/search/398709?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=335";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP818676.jpg;dp/web-additional/DP818676.jpg;dp/web-large/DP818676.jpg;ca. 1789;Hand-colored etching;62.520.193;Not on view
Printed cotton;Designed by Robert Jones ;Robert Jones;British, London;<p>Designed by Robert Jones</p><p>Date: 1761<br/>Accession Number: 24.200</p>;"/art/collection/search/221577?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=336";https://images.metmuseum.org/CRDImages/es/mobile-large/DP-23378-001.jpg;es/web-additional/DP-23378-001.jpg;es/web-large/DP-23378-001.jpg;1761;Cotton and linen;24.200;Not on view
Incense Burner; ;;Japan;<p>Date: ca. 1800<br/>Accession Number: 25.60.40a, b</p>;"/art/collection/search/47502?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=337";https://images.metmuseum.org/CRDImages/as/mobile-large/59560.jpg;as/web-additional/59560.jpg;as/web-large/59560.jpg;ca. 1800;Stoneware with glaze (Bizen ware);25.60.40a, b;Not on view
America;Tapestry upholstery by Beauvais ;Beauvais;French, Beauvais;"<p>Tapestry upholstery by Beauvais</p><p>Date: designed ca. 1786, woven 1790–91; settee frame second half 19th century<br/>Accession Number: 1978.404.5a–c</p>";"/art/collection/search/231927?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=338";https://images.metmuseum.org/CRDImages/es/mobile-large/DP287566.jpg;es/web-additional/DP287566.jpg;es/web-large/DP287566.jpg;"designed ca. 1786, woven 1790–91; settee frame second half 19th century";"Carved and gilded wood; wool, silk";1978.404.5a–c;Not on view
Badge with Cockney; ;;British;<p>Date: 15th century<br/>Accession Number: 2002.306.4</p>;"/art/collection/search/474366?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=339";https://images.metmuseum.org/CRDImages/md/mobile-large/tr248-4-2002s1.jpg;md/web-additional/tr248-4-2002s1.jpg;md/web-large/tr248-4-2002s1.jpg;15th century;Tin/lead alloy;2002.306.4;Not on view
Wine cup;H. M., London ;H. M., London;British, London;<p>H. M., London</p><p>Date: probably 1659–60<br/>Accession Number: 1970.131.9</p>;"/art/collection/search/205205?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=340";https://images.metmuseum.org/CRDImages/es/mobile-large/DP-1716-026.jpg;es/web-additional/DP-1716-026.jpg;es/web-large/DP-1716-026.jpg;probably 1659–60;Silver;1970.131.9;Not on view
Valentine;Anonymous ;Anonymous;;<p>Anonymous</p><p>Date: 1850–70<br/>Accession Number: 1981.1136.597</p>;"/art/collection/search/725275?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=341";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP886091.jpg;dp/web-additional/DP886091.jpg;dp/web-large/DP886091.jpg;1850–70;"Cameo-embossed  lace paper, chromolithography 
";1981.1136.597;Not on view
A cockfight;? José Guadalupe Posada (Mexican, 1851–1913);José Guadalupe Posada;;<p>? José Guadalupe Posada (Mexican, 1851–1913) </p><p>Date: ca. 1880–1910<br/>Accession Number: 65.590.7</p>;"/art/collection/search/736356?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=342";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP869609.jpg;dp/web-additional/DP869609.jpg;dp/web-large/DP869609.jpg;ca. 1880–1910;Type-metal engraving;65.590.7;Not on view
"The Cock and the Precious Stone, from Aesop&#39;s Fables";After Francis Barlow (British, Lincolnshire ca. 1626–1704 London);Francis Barlow;;<p>After Francis Barlow (British, Lincolnshire ca. 1626–1704 London) </p><p>Date: ca. 1760<br/>Accession Number: 63.617.8</p>;"/art/collection/search/344516?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=343";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP154223.jpg;dp/web-additional/DP154223.jpg;dp/web-large/DP154223.jpg;ca. 1760;Etching;63.617.8;Not on view
Design for a Girandole Composed of Three Clasping Arrows and Candle-branches Terminating in Cockerel Heads;Sir William Chambers (British (born Sweden), Göteborg 1723–1796 London);Sir William Chambers;;<p>Sir William Chambers (British (born Sweden), Göteborg 1723–1796 London) </p><p>Date: 1743–97<br/>Accession Number: 34.78.2(52)</p>;"/art/collection/search/362935?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=344";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP805620.jpg;dp/web-additional/DP805620.jpg;dp/web-large/DP805620.jpg;1743–97;Pen and ink, brush and wash;34.78.2(52);Not on view
Italian Farmhouse;Walter Crane (British, Liverpool 1845–1915 Horsham);Walter Crane;;<p>Walter Crane (British, Liverpool 1845–1915 Horsham) </p><p>Date: 1871–73<br/>Accession Number: 1971.66.3</p>;"/art/collection/search/341202?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=345";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP801083.jpg;dp/web-additional/DP801083.jpg;dp/web-large/DP801083.jpg;1871–73;Watercolor and gouache (bodycolor);1971.66.3;Not on view
The Old Cock;Félix Bracquemond (French, Paris 1833–1914 Sèvres);Félix Bracquemond;;<p>Félix Bracquemond (French, Paris 1833–1914 Sèvres) </p><p>Date: 1882<br/>Accession Number: 1995.107</p>;"/art/collection/search/359632?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=346";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP805498.jpg;dp/web-additional/DP805498.jpg;dp/web-large/DP805498.jpg;1882;Etching;1995.107;Not on view
The Barn;Adriaen van Ostade (Dutch, Haarlem 1610–1685 Haarlem);Adriaen van Ostade;;<p>Adriaen van Ostade (Dutch, Haarlem 1610–1685 Haarlem) </p><p>Date: 1647<br/>Accession Number: 17.74.9</p>;"/art/collection/search/359975?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=347";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP821909.jpg;dp/web-additional/DP821909.jpg;dp/web-large/DP821909.jpg;1647;"Etching; third state of ten";17.74.9;Not on view
A Poultry Market in a Dutch Town;Willem Pietersz. Buytewech (Dutch, Rotterdam, 1591/92–1624);Willem Pietersz. Buytewech;;<p>Willem Pietersz. Buytewech (Dutch, Rotterdam, 1591/92–1624) </p><p>Date: 1621<br/>Accession Number: 2002.122</p>;"/art/collection/search/351996?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=348";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP800177.jpg;dp/web-additional/DP800177.jpg;dp/web-large/DP800177.jpg;1621;Pencil, pen and brown ink, gray wash, pen and brown ink framing lines;2002.122;Not on view
Coat of Arms with Cock;Albrecht Dürer (German, Nuremberg 1471–1528 Nuremberg);Albrecht Dürer;;<p>Albrecht Dürer (German, Nuremberg 1471–1528 Nuremberg) </p><p>Date: ca. 1502<br/>Accession Number: 19.73.112</p>;"/art/collection/search/384647?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=349";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP815409.jpg;dp/web-additional/DP815409.jpg;dp/web-large/DP815409.jpg;ca. 1502;Engraving;19.73.112;Not on view
Game Cock (Carney Cock);Henry Emerson Tuttle (American, Lake Forest, Illinois 1890–1946 New Haven, Connecticut);Henry Emerson Tuttle;;<p>Henry Emerson Tuttle (American, Lake Forest, Illinois 1890–1946 New Haven, Connecticut) </p><p>Date: 1931<br/>Accession Number: 46.59.9</p>;"/art/collection/search/393458?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=350";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP832889.jpg;dp/web-additional/DP832889.jpg;dp/web-large/DP832889.jpg;1931;Drypoint;46.59.9;Not on view
Tankard;Georgius Olescher Sr. (active 1693, died 1707);Georgius Olescher Sr.;Hungarian, Brassó;<p>Georgius Olescher Sr. (active 1693, died 1707) </p><p>Date: late 17th century<br/>Accession Number: 2010.110.51</p>;"/art/collection/search/237033?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=351";https://images.metmuseum.org/CRDImages/es/mobile-large/DP338167.jpg;es/web-additional/DP338167.jpg;es/web-large/DP338167.jpg;late 17th century;Gilded silver;2010.110.51;Not on view
Panel with Biblical vignettes; ;;British;<p>Date: 1667<br/>Accession Number: 64.101.1304</p>;"/art/collection/search/229005?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=352";https://images.metmuseum.org/CRDImages/es/mobile-large/DP159850.jpg;es/web-additional/DP159850.jpg;es/web-large/DP159850.jpg;1667;"Canvas worked with wool, silk, and metal thread, glass beads, mica, silk satin; long-and-short, stem, split, chain, knots, cross, and couching stitches";64.101.1304;Not on view
Candlestick (one of a pair);Derby Porcelain Manufactory (British, 1751–1785);Derby Porcelain Manufactory;British, Derby;<p>Derby Porcelain Manufactory (British, 1751–1785) </p><p>Date: 1769–70<br/>Accession Number: 64.101.523</p>;"/art/collection/search/203390?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=353";https://images.metmuseum.org/CRDImages/es/mobile-large/DP-12374-081.jpg;es/web-additional/DP-12374-081.jpg;es/web-large/DP-12374-081.jpg;1769–70;Soft-paste porcelain;64.101.523;Not on view
Group;Bow Porcelain Factory (British, 1747–1776);Bow Porcelain Factory;British, Bow, London;<p>Bow Porcelain Factory (British, 1747–1776) </p><p>Date: 1755–60<br/>Accession Number: 64.101.713</p>;"/art/collection/search/203550?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=354";https://images.metmuseum.org/CRDImages/es/mobile-large/210267.jpg;es/web-additional/210267.jpg;es/web-large/210267.jpg;1755–60;Soft-paste porcelain;64.101.713;Not on view
"""The Concourse of the Birds"", Folio 11r from a Mantiq al-Tayr (Language of the Birds)";Painting by Habiballah of Sava (Iranian, active ca. 1590–1610);Habiballah of Sava;;<p>Painting by Habiballah of Sava (Iranian, active ca. 1590–1610) </p><p>Date: ca. 1600<br/>Accession Number: 63.210.11</p>;"/art/collection/search/451725?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=355";https://images.metmuseum.org/CRDImages/is/mobile-large/DP234083.jpg;is/web-additional/DP234083.jpg;is/web-large/DP234083.jpg;ca. 1600;Ink, opaque watercolor, gold, and silver on paper;63.210.11;Not on view
Helmet Mask (Gelede); ;;Yoruba peoples;<p>Date: 19th–20th century<br/>Accession Number: 1991.364.2</p>;"/art/collection/search/316650?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=356";https://images.metmuseum.org/CRDImages/ao/mobile-large/DP-25896-002.jpg;ao/web-additional/DP-25896-002.jpg;ao/web-large/DP-25896-002.jpg;19th–20th century;Wood, pigment, metal;1991.364.2;Not on view
Ladle with Cockerel; ;;Thailand;<p>Date: 500 BCE–300 CE<br/>Accession Number: 2001.433.137</p>;"/art/collection/search/56463?&ao=on&ft=Rooster&offset=300&rpp=100&amp;pos=357";https://images.metmuseum.org/CRDImages/as/mobile-large/2001_433_137_O2.jpg;as/web-additional/2001_433_137_O2.jpg;as/web-large/2001_433_137_O2.jpg;500 BCE–300 CE;Bronze;2001.433.137;Not on view
